DATE,AFRIB,ALRCB,BFBLRIB,BLBLRCB,CEMENT,CIC,CPI,CRUDEBRUSD,DEPBANKSYS,DEPOIB,SDEPOIB,EXSITC0,EXSITC1,EXSITC2,EXSITC3,EXSITC4,EXSITC5,EXSITC6,EXSITC7,EXSITC8,EXSITC9,EXTOT,FIAQUA,FIXTOT,FIXECB,FIXEIB,FOLOPRO,FOSBPRO,FOSWPRO,IMSITC0,IMSITC1,IMSITC2,IMSITC3,IMSITC4,IMSITC5,IMSITC6,IMSITC7,IMSITC8,IMSITC9,IMTOT,IOSADMIN,IOSOTHER,IOSTOT,IPIELEC,IPIMFG,IPIMIN,IPITOT,JOBCREATE,LGC,LIC,LOANBS,LOANCB,LOANIB,LOANMB,MDTS,MSM1,MSM2,MSM3,MVIVA,PPIA,PPIB,PPIC,PPID,PPIE,PPITOT,QCS,RIVA,RIVO,SAVDEP,SDRIB,SLENE,SLMFG,SLNMET,SLPET,SLTEX,SLTRA,SLWOOD,SWIPRO,TOURIST,UERATE,USDEXC,WMVSMR,WMVSMRM,WMVSMVA,WRTS,WRTSAF,WRTSFNB,WRTSGRG,WRTSICE,WRTSNSS,WRTSOG,WRTSOHE,WSTIVO,WSTSAGRI,WSTSFEE,WSTSFNB,WSTSHHG,WSTSMES,GDPGR
Apr-09,6.82,5.1086,5.56,5.53,13.96,79.8,97.8,51.12,984751.404,155814.166,16772.315,1254.279473,195.672161,955.023004,4671.184394,3417.17267,2681.092272,3973.973922,19431.84393,4283.184854,317.655753,41181.08243,36226.74049,459463.551,364321.865,75873.39,1576.80471,365.31333,871.20938,2247.12082,189.837436,948.102372,2359.625053,318.269337,3099.383601,4239.386578,17338.83089,1975.744969,999.099662,33715.40072,,,,74.9800545,68.89590517,95.83847957,75.89455503,,81.3,87.8,736513.051,621338.417,110488.294,4686.34,,182619.921,918793.101,948276.165,89.2,,,,,,,15636,98.1,98,98575.476,0.97,,,,,,,,67820,1883.873,,3.610022727,,,,,,,,,,,,,,,,,,-3.743720737
May-09,6.65,5.0232,5.56,5.53,13.88,79.8,97.9,66.31,979504.801,159373.401,15986.444,1340.19599,243.461377,988.537552,5293.980534,3446.461223,2771.526483,4254.267518,20233.31316,4234.758049,294.487275,43100.98916,36459.20506,463058.023,365529.983,77326.974,1790.0237,455.05179,998.78391,2221.490522,207.358744,1012.634355,2142.948767,438.569307,3068.610676,3915.905162,17065.13292,2059.026074,864.54121,32996.21774,,,,77.95609333,69.31706082,97.75287032,76.84434103,,82.2,88,735164.736,617793.725,112484.447,4886.564,,186198.2365,913088.0055,943193.7265,93.5,,,,,,,15636,99,98.9,96398.932,0.957,,,,,,,,63737,1894.059,,3.5224,,,,,,,,,,,,,,,,,,-3.743720737
Jun-09,6.62,5.035,5.56,5.53,13.88,80.8,98.1,69.89,997655.979,165547.217,16263.906,1367.87753,199.952926,1122.097587,5903.249371,4023.626976,2814.886693,4236.097128,21167.37969,4167.620056,366.637501,45369.42546,33638.57006,471800.556,366129.044,86283.501,1924.06176,392.44921,1083.72355,2046.973503,213.185606,1315.173769,2998.373637,525.738419,3674.240054,4338.54876,17533.85926,2152.558192,1181.888707,35980.53991,,,,78.05584077,71.44091777,91.53312386,76.85917142,,82.4,88.8,742770.855,623166.84,114706.856,4897.159,,185600.7578,922616.8568,950848.8888,100,,,,,,,15636,101.8,101.6,97903.017,0.92,,,,,,,,62174,2108.328,,3.518204545,,,,,,,,,,,,,,,,,,-3.743720737
Jul-09,6.55,4.9577,5.56,5.53,13.88,82.3,98.2,69.45,998515.402,167050.483,16822.575,1296.775077,237.63218,1131.104509,6245.361859,4048.393517,2990.915471,4673.449573,23436.94819,4889.553276,362.615413,49312.74907,40253.52386,471321.766,364800.272,88749.287,1884.10366,497.9259,940.48576,2493.769506,203.648265,1492.110624,3649.913087,429.673252,4125.023435,4977.417318,20129.02214,2485.155877,1003.136279,40988.86979,,,,80.77739975,76.54625174,99.88157921,82.58616162,,82.6,89.7,752549.21,628133.564,119477.582,4938.064,,185773.9953,933199.1353,961049.4913,105.3,,,,,,,14865,109.7,109.3,99230.732,0.924,,,,,,,,63882,2003.724,,3.547543478,,,,,,,,,,,,,,,,,,-1.12616237
Aug-09,6.47,4.9009,5.56,5.51,13.79,82.6,98.3,69.96,1008567.865,166385.372,16727.787,1294.423456,227.540877,1179.24953,6625.839253,3389.487476,2971.154571,4538.367687,23079.71216,4664.242009,320.938453,48290.95547,42121.83799,470811.761,364690.112,87983.423,1856.2464,455.2181,998.4383,2199.972585,158.671196,1426.133069,3331.683954,427.26922,3524.630377,4614.613763,19409.72178,2270.592616,891.760105,38255.04867,,,,80.22573401,76.39476302,93.92568347,81.03120639,,83.3,89.5,758949.866,632290.725,121825.986,4833.155,,188202.8975,945464.5805,973080.6425,100.1,,,,,,,14865,108.6,108.3,98580.204,0.92,,,,,,,,62560,2030.337,,3.5177,,,,,,,,,,,,,,,,,,-1.12616237
Sep-09,6.57,4.9127,5.56,5.51,13.88,82.3,98.6,70.61,1018506.721,166884.172,16886.018,1230.72383,186.705789,1032.211328,6819.414173,3951.26559,3022.156207,3811.726411,23147.13286,4198.586095,378.768568,47778.69085,42109.64788,471431.962,366111.298,88269.291,1654.03228,395.38384,979.11644,2222.967513,150.642561,1486.803159,3598.714439,462.610195,3771.463843,4553.543505,18548.59426,2317.986192,846.405591,37959.73126,,,,76.05804205,73.44963408,95.43283705,79.04991368,,83.2,89.5,763749.622,636194.312,122817.826,4737.484,,191433.1584,950412.6204,975786.8264,97,,,,,,,14865,108.2,107.4,99266.672,0.9,,,,,,,,63609,1997.535,,3.4969125,,,,,,,,,,,,,,,,,,-1.12616237
Oct-09,6.52,4.9095,5.56,5.51,13.88,83.6,98.7,77,1017645.995,170765.667,16873.404,1448.992251,208.843899,1395.404659,8306.895539,3963.153903,3119.330322,4546.555746,26178.18362,5073.083983,447.472662,54687.91658,47603.92169,472912.382,364637.349,91117.516,1680.30708,381.79547,1001.76261,2399.792374,148.517798,1428.5711,4658.186265,486.279483,3759.955367,5129.726835,21450.60492,2555.460026,786.307344,42803.40152,,,,82.01229835,79.02812042,97.99537044,83.95514836,,83.6,89.9,769145.777,639188.371,125356.678,4600.728,,190992.8419,955663.6839,983314.9169,101,,,,,,,13981,107.7,107.1,98908.594,0.92,,,,,,,,62381,2078.485,,3.403727273,,,,,,,,,,,,,,,,,,4.458735508
Nov-09,6.48,4.9091,5.56,5.51,13.88,83.7,98.9,77.28,1043064.739,177086.696,17072.031,1293.427604,202.896377,1283.427555,7273.417417,3913.18357,2924.278342,3957.85357,24464.01576,4396.143085,376.201354,50084.84463,42900.56057,478428.47,366314.933,94864.16,1414.55857,305.69151,935.69106,2130.757155,212.269562,1724.333794,3214.704911,441.764563,3394.464172,4708.244821,22395.01668,2237.869842,656.205444,41115.63095,,,,76.88462192,74.69561764,94.22097113,79.68842346,,83.8,91.6,774032.833,638915.375,130547.114,4570.344,,200228.4459,972770.8569,1000513.548,98.7,,,,,,,13981,106.7,105.8,99585.616,0.907,,,,,,,,58796,2048.595,,3.38945,,,,,,,,,,,,,,,,,,4.458735508
Dec-09,6.45,4.8259,5.56,5.51,13.88,84,99.1,79.36,1062919.896,181877.054,17838.147,1506.853234,216.659415,1432.941456,9281.56818,3916.607001,3194.047985,4376.317956,25450.92629,4888.148947,465.057,54729.12747,47793.62376,482054.72,366793.141,98191.165,1568.17202,301.36873,1051.87929,2400.499163,216.529783,1690.590279,3428.289811,568.658748,3786.788536,4951.364155,22127.92785,2617.841857,724.285645,42512.77583,,,,79.81680479,75.64099791,98.10880794,81.85215852,,84.6,91.2,783507.328,644979.701,134299.164,4228.463,,200916.6065,989342.8885,1017303.17,98.7,,,,,,,13981,114.8,113.7,102268.014,0.96,,,,,,,,45217,2141.071,,3.411678571,,,,,,,,,,,,,,,,,,4.458735508
Jan-10,6.4,4.8495,5.56,5.51,13.88,85,99.4,72.89,1058540.674,184255.347,17939.005,1413.867598,236.07392,1440.321063,8191.024649,4442.493169,3168.704004,4573.685711,23706.07275,5063.353097,291.48887,52527.08483,47457.8095,483955.146,367620.215,98936.982,1371.43159,241.80059,757.979,2600.360909,200.32699,1356.11621,3471.515814,655.845094,3671.733127,4898.690669,19538.77769,2288.100277,764.467223,39445.934,,,97.03684009,81.51995131,78.81505264,102.7746688,85.06440165,,84.3,90.8,789723.138,648739.96,136772.578,4210.6,,203499.0234,991646.9114,1021014.042,72.751,,,,,,,14270,66.518,72.029,102914.417,0.9,,,,,,,,70433,1896.918,3.53,3.3752,,,,,,,,,,,,67.341,,,,,,10.05059509
Feb-10,6.48,4.8545,5.56,5.51,13.88,85.2,99.4,79.66,1048705.735,182575.73,18053.047,1187.106832,181.407397,1408.082278,8343.265503,3681.065906,3127.674947,4122.735457,20063.90316,4216.940603,308.848046,46641.03013,49243.19234,485779.435,368882.872,99513.039,1167.22628,214.94228,645.331,2007.992743,199.883874,1310.400864,2848.740577,480.416318,3305.567759,4361.740963,17948.25649,2030.67283,611.191447,35104.86387,,,97.03684009,73.70445012,72.33669144,89.47408816,76.77467576,,85,91.1,801330.162,658647.148,138389.528,4293.486,,206557.4253,991666.6093,1021555.892,64.481,,,,,,,14270,62.741,68.072,102575.488,0.88,,,,,,,,60867,1832.3,3.54,3.4156875,,,,,,,,,,,,63.1,,,,,,10.05059509
Mar-10,6.39,4.9595,5.82,5.76,13.75,86.8,99.4,83.76,1068733.772,185294.614,18335.073,1543.728641,213.670053,1823.844935,9628.866373,4950.54042,3888.645896,5146.134098,26549.88654,5353.448832,334.57694,59433.34273,49618.09625,486960.219,367593.878,101625.346,2011.51978,372.37678,1125.667,2434.839846,189.487189,1520.990363,4863.973744,384.365606,4488.10762,5507.684424,21925.75078,2665.434261,1080.900527,45061.53436,,,97.03684009,86.06128818,84.05632116,100.9384513,88.46151868,,85.4,92.5,805690.374,660628.459,140699.011,4362.904,,201162.2977,1002708.231,1031851.402,76.29,,,,,,,14270,67.319,73.047,103265.883,0.91,,,,,,,,66259,2022.59,3.48,3.325532609,,,,,,,,,,,,70.261,,,,,,10.05059509
Apr-10,6.41,4.9273,5.82,5.76,13.75,86.8,99.4,86.15,1064795.706,185785.012,18579.354,1473.327184,211.624531,1575.775171,7735.637462,3914.427336,3402.04934,4809.387955,23182.80027,5205.918877,385.106614,51896.05474,57137.54895,489272.226,368587.731,102316.012,1787.70866,390.20966,939.501,2632.139078,191.668081,1682.474472,3251.298656,581.284794,4247.419686,5406.198514,21355.1337,2491.922507,867.31895,42706.85844,,,99.29051187,84.03189544,79.21670719,89.61315039,82.11597518,,85.3,91.4,810167.647,662780.648,142984.792,4402.207,,198866.6035,996472.8015,1025310.027,71.171,,,,,,,15992,66.363,71.798,102992.825,0.92,,,,,,,,62573,1877.934,3.03,3.2062,,,,,,,,,,,,68.12,,,,,,9.0259886
May-10,6.51,5.0141,6.07,6.02,15.25,87.4,99.6,73.97,1064676.64,191910.686,18504.689,1397.776912,238.523557,1532.064623,9127.566387,4049.204604,3349.170354,4722.868821,22579.22625,4955.832561,337.306406,52289.54048,53402.53697,488101.8,367521.572,105337.953,1575.6499,298.3629,856.874,2364.721326,157.885275,1670.364113,4589.282137,546.588639,3944.826601,5681.803725,22022.07718,2443.981682,672.309098,44093.83978,,,99.29051187,86.92778353,81.28957866,99.81056092,86.30589774,,85.3,91.4,821438.368,668458.686,148480.692,4498.99,,206961.6176,1000725.923,1027615.544,73.3,,,,,,,15992,66.955,72.573,99489.144,0.94,,,,,,,,65324,1992.277,3.27,3.2535125,,,,,,,,,,,,67.328,,,,,,9.0259886
Jun-10,6.41,5.0491,6.07,6.02,15.13,87.2,99.7,75.63,1083884.505,204228.603,18526.495,1515.580182,230.156116,1448.108017,7763.801035,4563.832451,3317.42054,4671.011809,23860.5676,5093.581216,321.352945,52785.41191,45754.49679,493328.835,366874.004,112514.034,1479.40921,313.71421,806.585,2642.802492,160.932454,1961.483303,3930.874036,469.734524,4586.963154,6206.742499,23197.67942,2823.831636,762.66834,46743.71185,,,99.29051187,82.09381744,80.56112775,93.54782816,83.94745631,,85.9,91.6,834935.477,678347.465,152097.167,4490.845,,209043.6626,1007317.934,1031487.989,77.285,,,,,,,15992,67.967,73.571,99186.773,0.94,,,,,,,,64320,2246.084,3.6,3.264511364,,,,,,,,,,,,68.497,,,,,,9.0259886
Jul-10,6.38,5.1855,6.32,6.27,15.13,86.9,100,78.95,1082563.013,202667.932,18650.392,1590.915997,243.550386,1579.304658,8296.994925,4467.835084,3361.884618,4731.634393,25013.40464,5752.933093,291.340552,55329.79835,46837.04499,497563.067,367278.276,114065.359,1388.57885,331.82585,747.737,2780.054059,181.641044,1840.210362,5480.261846,558.249303,4094.186317,5871.119861,23819.39352,2852.476567,908.542271,48386.13515,,,101.0483617,84.32653262,81.86873169,91.10114856,84.34568212,,85.3,91.3,841193.96,683286.658,153458.179,4449.123,,205583.9927,1011053.913,1036055.197,77.834,,,,,,,14889,69.252,74.715,99545.479,0.94,,,,,,,,65332,2214.092,3.33,3.208477273,,,,,,,,,,,,68.403,,,,,,5.216089037
Aug-10,6.39,5.2182,6.32,6.27,15.13,87.5,100.3,71.92,1092937.557,205238.095,18923.661,1545.24376,255.663989,1646.92241,8394.954368,3778.475433,3341.567677,4592.914459,23760.20519,5213.975432,265.488137,52795.41085,47881.34568,499781.671,368993.373,114925.866,1447.49901,292.05001,815.63,2390.7019,158.029724,1654.611039,3817.663671,711.867162,4014.161527,5156.338019,22855.59534,2806.284887,957.659332,44522.9126,,,101.0483617,84.15780853,80.42918462,91.75301468,83.50744505,,86.2,92.2,847699.745,687719.959,155466.983,4512.803,,214418.9377,1022964.159,1049147.008,74.952,,,,,,,14889,70.185,75.728,100680.539,0.95,,,,,,,,67225,2099.485,3.12,3.153845238,,,,,,,,,,,,68.013,,,,,,5.216089037
Sep-10,6.36,5.1859,6.32,6.27,15.13,87.9,100.4,79.97,1106228.927,205574.511,19210.914,1462.438464,226.111053,1351.891654,8559.688163,4456.363037,3213.654008,4080.600968,21954.0996,4736.207045,280.657038,50321.71103,46575.4221,508273.697,376335.156,115406.448,1349.17163,254.25263,841.275,2448.625743,156.656195,1573.019282,4548.724925,583.670558,3769.462338,5337.241461,21562.29811,2823.433097,659.566832,43462.69854,,,101.0483617,78.38723784,78.77721062,98.437037,83.76512212,,85.9,92.5,854154.525,695566.252,154047.244,4541.029,,213455.8569,1028850.559,1055564.294,65.947,,,,,,,14889,70.905,76.357,101937.208,0.96,,,,,,,,65533,2053.406,3.07,3.1061675,,,,,,,,,,,,70.405,,,,,,5.216089037
Oct-10,6.42,4.9914,6.32,6.27,15.08,88.8,100.6,81.43,1110438.446,208874.583,19174.428,1676.019978,249.136145,1661.924048,8056.747747,4690.349022,3293.881796,4825.868361,24500.36701,5611.57853,338.047527,54903.92017,45148.41099,513154.554,379100.9,116668.184,1501.81343,259.7992,852.38823,2315.749432,260.449782,1560.49132,6694.415258,604.514126,3834.012624,5358.558564,23712.13488,3049.28645,733.717943,48123.33037,,,103.0242864,86.2810572,82.87604375,95.66949983,86.31197256,,85.6,92.5,864655.373,703693.237,156414.853,4547.283,,213066.9232,1035917.522,1062937.59,77.495,,,,,,,15641,69.294,74.47,102118.497,0.97,,,,,,,,62942,2137.735,2.73,3.100535714,,,,,,,,,,,,71.607,,,,,,4.766589836
Nov-10,6.4,4.8483,6.32,6.27,14.73,88.9,100.8,84.11,1128497.617,211422.17,19410.982,1602.823959,230.623429,1763.321815,8543.99582,5542.601056,3415.644226,4798.862734,21477.99836,4961.604032,299.908296,52637.38373,45600.04908,520416.732,385430.892,118491.831,1393.38644,264.50107,880.37137,2792.803926,196.405909,1543.267903,4144.819564,741.963292,3764.464511,5764.31343,21104.78202,2787.082225,859.86847,43699.77125,,,103.0242864,80.61781838,79.47570294,93.62454233,83.13808954,,86,93.4,876337.266,711442.981,160148.066,4746.219,,219963.6363,1051480.289,1079116.54,67.845,,,,,,,15641,68.61,73.623,102640.828,0.965,,,,,,,,62441,2081.354,3.29,3.1149775,,,,,,,,,,,,70.798,,,,,,4.766589836
Dec-10,6.41,4.9122,6.32,6.27,14.73,88.8,101.2,91.38,1137923.119,211837.029,20197.901,1759.139886,298.570446,1897.221672,9315.89143,5602.242868,3738.049466,5315.466365,23767.45187,5241.311792,326.453314,57261.79911,46392.46538,521621.283,387063.054,117516.053,1323.86782,250.09314,882.42768,2841.968556,301.875725,1770.8471,5048.982575,890.242252,4139.045408,6002.795065,22549.23395,3012.661895,918.940584,47476.59311,,,103.0242864,81.74460489,81.88999374,97.02652192,85.73597511,,86.1,94.1,883285.096,716879.34,161563.374,4842.382,,224383.9976,1060153.582,1086093.981,74.113,,,,,,,15641,71.851,76.872,104942.723,0.96,,,,,,,,63040,2123.021,3.15,3.128407143,,,,,,,,,,,,73.385,,,,,,4.766589836
Jan-11,6.28,4.95,6.32,6.27,16.03,90.3,101.8,92.19,1153112.217,215844.05,20858.118,1628.916283,230.439577,1992.930316,10239.80197,5496.010596,3448.903515,5420.741758,20782.69347,5140.823952,301.755228,54683.01666,39750.766,524074.71,388914.945,118574.866,986.47477,226.59315,487.079,2715.166128,168.633115,1858.087476,4918.914316,1445.520387,4139.867522,5900.538211,20054.25929,2782.645384,920.369662,44904.00149,,,104.1055813,81.77710064,81.86261512,97.61134584,85.86802947,,87.5,93.9,893305.339,723982.624,164379.192,4943.523,65325.87733,239973.5027,1082364.707,1108845.65,82.068,,,,,,,15519,74.097,79.04,107320.081,0.971,,,,,,,,74945.96392,1918.751,3.34,3.0610625,658.8427241,972.2550466,2021.936134,21963.58075,1548.788709,1214.422991,1131.509536,2570.057521,7513.109009,4465.327261,3277.622159,76.727,4048.113562,584.5844178,5428.057318,5708.286216,3599.896252,5.00514877
Feb-11,6.34,4.9591,6.32,6.27,16.03,88.7,102.3,96.97,1150799.286,220058.275,20781.074,1298.484107,217.268165,1731.832362,9625.409006,4698.913808,3653.16603,4750.297455,19553.16983,4273.144206,272.169194,50073.85417,35838.075,526265.123,389325.864,120783.967,939.83655,143.6774,514.592,2237.860949,169.005166,1397.719838,4192.271866,1473.054881,3678.791951,5073.422686,17861.70351,2245.723664,903.006364,39232.56087,,,104.1055813,74.20904939,76.19288352,89.42838458,79.45692361,,86.6,93.2,898702.229,728220.779,165522.574,4958.876,55081.25302,233770.7973,1074270.785,1100268.831,75.315,,,,,,,15519,64.587,68.612,107406.23,1,,,,,,,,54107.15637,1669.288,2.96,3.04415625,566.3793246,876.1942973,1821.67006,19158.94874,1511.499865,1036.892164,991.1526807,2248.495667,6170.700702,4099.663118,2866.250165,67.706,3108.843512,547.5449457,4248.930611,4768.132126,3099.251426,5.00514877
Mar-11,6.12,4.9487,6.32,6.27,16.19,90.4,102.4,106.72,1170598.376,225018.069,21014.062,1707.15949,261.086969,2675.813505,11126.83544,6218.847114,4251.37575,5600.029557,24686.64792,5569.687524,381.063961,62478.54723,45022.425,539410.246,395954.404,126740.722,1372.72293,211.83894,808.548,2670.584894,272.954047,2241.099405,7193.72222,837.854507,4956.608537,6545.095967,21941.6313,2925.594824,1059.871032,50645.01673,,,104.1055813,85.41961218,88.06147176,95.79519677,89.88497408,,87.4,93,912066.834,737390.348,169777.956,4898.53,66458.84085,229361.3406,1088617.285,1114113.122,84.559,,,,,,,15519,73.256,77.892,107784.287,0.96,,,,,,,,58375.87971,1952.343,2.88,3.036823913,637.0495733,915.7236526,2147.663167,21275.39754,1623.36377,1154.323076,1224.207211,2608.931262,6489.770393,4449.252424,3470.143329,78.938,3847.860087,723.2330294,5128.953204,5580.09026,3941.221033,5.00514877
Apr-11,6.27,4.9726,6.32,6.27,16.6,89.8,102.6,113.93,1180712.198,220278.692,21305.287,1686.566468,225.017309,2405.849584,10958.58124,5572.962368,3597.373036,5380.27446,22559.56153,5595.219695,333.807944,58315.21364,42662.107,538193.571,397177.119,123295.945,1285.33389,183.75602,712.136,2946.477668,271.652266,1983.263928,5366.149361,653.816779,4789.076562,6771.958909,20297.63437,2803.828602,893.965664,46777.82411,,,106.7499551,84.60544694,80.64982129,92.76102883,83.94105122,,89,92.8,919827.579,743346.55,171419.706,5061.323,64479.23817,231001.7537,1103104.475,1129268.806,79.871,,,,,,,15041,71.284,75.649,109123.967,0.9733,,,,,,,,79024,1891.35,2.98,3.012738095,637.1961572,906.0365253,2064.343193,21086.53441,1632.36636,1118.911821,1145.937433,2637.706466,6419.154104,4367.338135,3511.649217,76.452,3698.398743,632.8929311,5078.113494,5399.463945,3495.2005,4.631697786
May-11,6.26,4.9442,6.62,6.54,16.69,89.6,102.9,102.7,1188551.165,218919.136,21256.364,1684.706807,234.725048,2207.577153,8939.577351,6034.18374,3908.539154,5020.873122,21711.49486,5299.101621,313.669828,55354.44869,43794.977,544029.887,403895.796,120917.742,1505.77134,203.14702,863.379,2909.747006,215.083487,1934.989949,5438.540794,833.287453,4922.180429,6504.665328,20027.81136,2846.273467,971.543249,46604.12253,,,106.7499551,86.74398439,83.04119608,79.5106207,82.32636539,,88.4,92.9,934491.986,755951.95,173400.48,5139.556,64643.8631,234031.6334,1117008.854,1145430.737,78.022,,,,,,,15041,71.778,76.001,108470.761,0.98,,,,,,,,85544,1892.095,3.11,3.013155,645.6199277,972.4097185,2090.383793,21621.13735,1664.661931,1185.799331,1144.259626,2576.520241,6730.509011,4533.529725,3528.837013,80.935,3662.673273,581.1726563,5036.787035,5564.869894,3651.615625,4.631697786
Jun-11,6.33,4.9296,6.62,6.54,16.74,90.4,103.2,95.42,1208015.196,223440.913,21717.823,1730.539282,259.124837,1891.900771,10167.02546,6603.673686,3570.403992,5453.137492,23421.03598,5582.9686,370.373383,59050.18348,45160.097,558716.524,415577.602,125158.916,1572.61916,272.3636,874.595,2657.85519,251.841446,2014.950715,6868.164233,941.220932,4719.595506,6556.652072,22117.32285,3184.039346,1029.041378,50340.68366,,,106.7499551,85.00958833,87.16990598,85.58300716,86.6400479,,89.3,93.3,947662.645,764170.081,178434.382,5058.182,66460.29492,239439.973,1132071.237,1158980.78,79.545,,,,,,,15041,72.465,76.606,109596.979,1.0388,,,,,,,,81810,2039.035,3.21,3.029752273,668.0193057,979.3416522,2087.509687,21565.62065,1645.411363,1173.561676,1188.215068,2657.419124,6657.125084,4480.528281,3496.310593,81.469,4129.928733,577.4432232,5147.86378,5798.449502,3704.626944,4.631697786
Jul-11,6.26,4.8804,6.62,6.54,16.86,91.8,103.4,95.7,1204892.437,226419.754,21693.885,1760.206739,246.609433,1826.015958,10191.45967,6750.730319,4043.624999,5302.093835,23366.71583,5833.069738,336.302821,59656.82934,43064.347,562904.892,414498.107,128297.8,1681.37449,305.7215,911.387,3340.068672,281.929639,2334.389993,5509.275221,877.566152,4745.098194,6450.990261,21991.318,3268.489895,981.764735,49780.89077,,,108.9441218,88.55580176,85.56146479,88.14267707,86.36876124,,89.3,93,949864.409,763394.953,181374.902,5094.554,67389.21725,235476.7778,1127903.612,1156436.401,80.754,,,,,,,16037,73.856,78.054,108830.755,1.0277,,,,,,,,87944,2406.1,2.98,2.995007143,652.7434082,1032.528152,2148.858898,22489.32613,1691.767162,1172.103477,1227.758499,2727.818964,6990.638299,4605.140425,3809.046206,80.771,3689.223547,649.3404865,5401.76715,5809.506287,3705.300234,6.002130693
Aug-11,6.37,4.8852,6.62,6.54,16.93,90.7,103.6,88.81,1211964.351,229639.625,22632.04,1802.108477,284.075228,2070.193713,9421.64753,6722.0531,4066.182374,5329.401262,22836.7892,5700.332456,390.025787,58622.80912,46712.647,564628.234,421281.809,123801.986,1615.93753,275.13422,932.055,2811.01645,286.570219,2058.472791,5238.545841,743.187969,4534.743147,6193.407536,21578.99455,3254.942166,849.319822,47549.20049,,,108.9441218,85.31101121,87.14439449,91.65239009,88.18751087,,89.6,93.2,960906.461,770157.332,185554.372,5194.757,68999.83619,243857.8116,1133597.955,1160464.535,82.696,,,,,,,16037,76.986,81.345,111278.893,1.0189,,,,,,,,94200,2166.937,3.11,2.985283333,685.0455652,1042.623687,2067.507885,23645.0835,1721.849295,1242.166115,1272.161568,2732.682457,7507.830275,5037.900504,3857.277311,81.036,3954.936973,616.2193146,5259.910224,5892.791921,3725.10336,6.002130693
Sep-11,6.35,4.8909,6.62,6.54,16.92,90.2,103.9,79.2,1243785.368,233287.46,22624.176,1659.414426,248.13081,2081.874921,10477.51799,6023.824862,4035.220753,5284.356037,23076.54975,5423.500627,385.205264,58695.59544,44808.592,574320.745,429827.257,126351.899,1401.78769,252.65742,847.451,2911.267224,257.193667,2333.682788,5156.403574,745.579888,4487.765642,6247.984377,22649.93062,3245.052033,1008.449724,49043.30954,,,108.9441218,83.43744882,86.95759248,88.37077244,87.12144854,,89.2,93.5,972264.431,778154.398,188691.076,5418.957,67587.33393,241927.8813,1162582.031,1187219.93,80.337,,,,,,,16037,73.664,77.432,111078.409,1.0467,,,,,,,,95331,2094.104,3.25,3.0855525,640.9795464,1043.989885,2164.589249,22456.26821,1688.085018,1275.285666,1148.360052,2726.496736,7049.419257,4695.03171,3603.200868,81.015,3612.667906,633.224738,5499.393825,5806.165262,3652.521252,6.002130693
Oct-11,6.32,4.8765,6.62,6.54,16.85,89.9,104,93.19,1238147.735,234958.962,22398.819,1852.540856,323.041796,2275.520622,12355.21426,7102.980442,3963.895676,6304.454382,23022.20195,5807.932343,339.250265,63347.03259,44296.141,568756.535,420655.689,128486.116,1489.19818,243.52166,904.034,2761.123373,283.391554,2299.435335,5474.80428,602.754331,4247.244313,6439.524821,22394.25754,3109.775265,1327.566641,48939.87745,,,110.8770096,87.88014051,88.49685444,91.15274873,89.13154417,,90.2,94.6,977509.986,780348.522,191766.298,5395.166,68805.15377,248334.6426,1157184.673,1183294.419,83.295,,,,,,,17661,74.176,77.951,112093.985,1.0327,,,,,,,,86428,2189.014,3,3.1402825,642.2920916,1074.811832,2153.784927,22767.36759,1709.897,1264.956771,1285.230714,2681.39969,7122.448253,4778.451643,3656.413972,81.963,3861.973078,629.6988764,5191.714545,5969.076863,3751.388689,5.497697522
Nov-11,6.48,4.9143,6.62,6.54,16.9,90.4,104.1,100.36,1258943.452,249584.694,22668.126,1849.503721,263.57398,1941.227877,11102.0305,5798.283354,3728.315351,5625.582363,21105.72663,4991.021557,415.575615,56820.84095,47530.9621,579667.377,426670.522,135498.12,1372.89981,233.10083,890.468,3127.201024,284.856684,1973.593673,5088.367178,953.138581,4268.708621,5983.329052,21594.87911,3129.220984,954.405996,47357.7009,,,110.8770096,82.27993208,84.54227645,89.15828487,85.59054413,,90.4,94.2,988322.815,788789.285,194131.133,5402.397,68543.39414,250230.7201,1185006.95,1211835.96,79.828,,,,,,,17661,73.906,77.65,112567.633,1.0725,,,,,,,,89451,2225.534,3.13,3.153425,626.2007288,1091.582013,2147.005309,23023.36418,1716.829702,1271.63263,1305.284339,2720.887021,7167.330404,4890.869673,3678.836835,82.706,3829.283333,654.1091714,5442.948701,5930.899895,3729.712554,5.497697522
